"SERIALNUMBER","CUSTOMERID","MODELTYPE","PAINTID","FRAMESIZE","ORDERDATE","STARTDATE","SHIPDATE","SHIPEMPLOYEE","FRAMEASSEMBLER","PAINTER","CONSTRUCTION","WATERBOTTLEBRAZEONS","CUSTOMNAME","LETTERSTYLEID","STOREID","EMPLOYEEID","TOPTUBE","CHAINSTAY","HEADTUBEANGLE","SEATTUBEANGLE","LISTPRICE","SALEPRICE","SALESTAX","SALESTATE","SHIPPRICE","FRAMEPRICE","COMPONENTLIST"
4395,3018,"Road",14,54,14-DEC-97,18-DEC-97,27-DEC-97,51512,37453,87295,"Bonded",2,"Amy Monroe","Block",2,46583,55,41.5,73.5,73.5,2658.04,2650,165.63,"IL",70,343.18,1752
4396,769,"Road",8,50,22-JUL-97,02-AUG-97,07-AUG-97,29387,29387,87295,"TIG Welded",2,"Stephen Poston","English",2,15293,53,41.5,73,73.5,3878.36,3870,232.2,"CT",70,699.96,2580
4397,1732,"Race",14,58,03-JUN-97,10-JUN-97,14-JUN-97,89097,29387,29387,"TIG Welded",2,"Ruth McGuire","Script",2,46583,57,41.2,73.7,73,2549.99,2540,127,"MA",70,238.28,1752
4398,2728,"Race",9,54,08-JAN-97,17-JAN-97,21-JAN-97,51512,29387,15293,"Bonded",2,"Eric Howard","Script",2,46583,54.5,41,73,74,2658.21,2650,172.25,"WA",70,343.35,1752
4399,1358,"Mountain full",7,14.5,12-SEP-97,16-SEP-97,30-SEP-97,87295,29387,29387,"Bonded",2,"Carl Pedigo","Flash",2,87295,53.7,42.3,70.5,73.5,2817.32,2810,203.73,"CA",70,306.83,1943
4400,558,"Race",6,58,11-NOV-97,20-NOV-97,27-NOV-97,51512,15293,15293,"TIG Welded",2,"Thad Spencer","Roman",2,34192,57,41.2,73.7,73,2624.68,2620,131,"WI",70,310.8,1752
4401,1782,"Race",3,58,08-MAY-97,17-MAY-97,22-MAY-97,51512,89097,12512,"Bonded",2,"Leonard Matthews","Roman",1,29387,57,41.2,73.7,73,3584.23,3580,179,"ND",70,414.4,2580
4402,2003,"Race",6,56,31-JAN-97,03-FEB-97,11-FEB-97,51512,29387,15293,"TIG Welded",2,"Roger Simpson","Roman",2,34192,56,41,73.7,73.5,3135.98,3130,156.5,"VT",70,807.2,1752
4403,1386,"Mountain full",10,16.5,11-APR-97,22-APR-97,24-APR-97,29387,87295,29387,"TIG Welded",2,"Clinton Holder","Flash",2,87295,58.2,42.3,70.5,73,2326.92,2320,139.2,"FL",70,177.71,1596
4404,712,"Race",7,52,08-DEC-97,08-DEC-97,23-DEC-97,51512,76432,89097,"TIG Welded",2,"Cheryl Owens","Flash",1285,29387,52.7,40.7,72.5,75,3432.82,3430,171.5,"MI",70,267.4,2580
4405,1139,"Mountain full",14,16.5,18-MAR-97,27-MAR-97,07-APR-97,51512,89097,51512,"TIG Welded",2,"Kelly Zeller","Script",1,98766,58.2,42.3,70.5,73,2339.13,2330,145.63,"IL",70,189.56,1596
4406,2470,"Mountain full",2,19.5,03-DEC-97,04-DEC-97,10-DEC-97,89097,76432,15293,"Bonded",2,"Dallas Shelton","English",2,51512,59.3,42.3,71,73,2495.18,2490,124.5,"OH",70,341.07,1596
4407,1294,"Mountain full",7,19.5,27-OCT-97,03-NOV-97,08-NOV-97,29387,87295,51512,"Bonded",2,"Troy Lyons","Block",2,89097,59.3,42.3,71,73,2852.59,2850,206.63,"CA",70,341.07,1943
4408,2267,"Race",11,60,23-OCT-97,30-OCT-97,03-NOV-97,51512,76432,87295,"Bonded",2,"Kirby Gilliam","Flash",1,29387,58,41.2,74,73,1963.01,1960,142.1,"CA",70,426.4,994
4409,2082,"Race",9,54,16-MAY-97,30-MAY-97,08-JUN-97,87295,15293,89097,"TIG Welded",2,"Simon Porter","English",2,15293,54.5,41,73,74,1723.31,1720,120.4,"RI",70,274.68,913
4410,2364,"Mountain full",12,18,03-SEP-97,18-SEP-97,01-OCT-97,87295,87295,87295,"TIG Welded",2,"James Davis","Flash",2,29387,59.2,42.3,71,73,2300.57,2300,115,"NE",70,152.13,1596
4411,2521,"Mountain",7,19.5,11-FEB-97,25-FEB-97,02-MAR-97,51512,37453,29387,"TIG Welded",2,"Lindsey Francis","English",2,89097,59.3,42.3,71,73,2290.79,2290,148.85,"WA",70,142.63,1596
4412,2403,"Race",2,56,03-AUG-97,18-AUG-97,26-AUG-97,51512,87295,89097,"Bonded",2,"Jessica Hunton","Roman",2,87295,56,41,73.7,73.5,2720.27,2720,197.2,"CA",70,403.6,1752
4413,2751,"Mountain full",2,19.5,06-SEP-97,15-SEP-97,17-SEP-97,87295,51512,93736,"Welded",2,"Eric Dennison","Script",2,51512,59.3,42.3,71,73,1832.85,1830,132.68,"CA",70,124.03,1170
4414,573,"Road",13,50,16-MAY-97,21-MAY-97,28-MAY-97,29387,87295,15293,"TIG Welded",2,"Vicky Rogers","English",2,51512,53,41.5,73,73.5,2570.18,2570,128.5,"VT",70,257.88,1752
4415,76,"Mountain full",2,19.5,25-MAR-97,07-APR-97,11-APR-97,87295,29387,15293,"TIG Welded",2,"Terry Pitts","English",2,34192,59.3,42.3,71,73,2348.27,2340,0,"MT",70,198.44,1596
4416,826,"Mountain",6,19.5,30-MAY-97,06-JUN-97,08-JUN-97,29387,87295,89097,"Bonded",2,"Sandy Shaw","English",2,87295,59.3,42.3,71,73,2495.18,2490,0,"PA",70,341.07,1596
4417,806,"Race",3,60,29-OCT-97,10-NOV-97,13-NOV-97,87295,87295,89097,"TIG Welded",2,"Buck Harvey","Roman",2,98766,58,41.2,74,73,1769.78,1760,88,"IA",70,319.8,913
4418,2314,"Mountain",14,16.5,30-APR-97,15-MAY-97,31-MAY-97,29387,15293,89097,"TIG Welded",2,"Scott Hunton","Block",1,87295,58.2,42.3,70.5,73,2965.01,2960,214.6,"CA",70,450.21,1943
4419,1605,"Race",11,62,17-FEB-97,03-MAR-97,05-MAR-97,87295,37453,89097,"Bonded",2,"Craig Walker","Flash",2,29387,59,41.2,74,72.5,3776.02,3770,273.33,"CA",70,600.6,2580
4420,887,"Race",1,52,27-MAR-97,07-APR-97,15-APR-97,87295,51512,15293,"TIG Welded",2,"Joe Brown","English",2,46583,52.7,40.7,72.5,75,3403.31,3400,212.5,"TX",70,238.75,2580
4421,2337,"Mountain",1,18,26-FEB-97,04-MAR-97,10-MAR-97,87295,51512,89097,"TIG Welded",2,"Patrick Nichols","English",2,46583,59.2,42.3,71,73,2288.03,2280,114,"MA",70,139.95,1596
4422,2166,"Road",3,52,23-JUL-97,07-AUG-97,09-AUG-97,15293,51512,89097,"TIG Welded",2,"Carmen Nichols","Block",2,34192,53,41.5,73,73.5,3938.14,3930,284.93,"CA",70,758,2580
4423,1169,"Race",3,60,24-DEC-97,08-JAN-98,21-JAN-98,87295,29387,89097,"TIG Welded",2,"Whitney Garrett","English",2,87295,58,41.2,74,73,3182.94,3180,159,"OH",70,852.8,1752
4424,991,"Race",7,58,11-MAR-97,22-MAR-97,25-MAR-97,51512,87295,29387,"TIG Welded",2,"Natasha Jackson","Block",2,29387,57,41.2,73.7,73,2646.03,2640,132,"MI",70,331.52,1752
4425,3087,"Mountain full",1,21,17-DEC-97,24-DEC-97,26-DEC-97,87295,29387,87295,"TIG Welded",2,"Jolene Shannon","Block",1,51512,59.8,42.4,71,73,2353.09,2350,170.38,"CA",70,203.12,1596
4426,1576,"Mountain full",6,18,03-AUG-97,08-AUG-97,21-AUG-97,87295,51512,29387,"TIG Welded",2,"Wallace Grissom","English",2,87295,59.2,42.3,71,73,2645.28,2640,158.4,"NC",70,486.8,1596
4427,2034,"Road",7,50,27-JUL-97,05-AUG-97,19-AUG-97,29387,51512,15293,"TIG Welded",2,"Earl Peck","Roman",5649,34192,53,41.5,73,73.5,3423.02,3420,205.2,"NC",70,257.88,2580
4428,851,"Mountain",9,19.5,04-SEP-97,13-SEP-97,19-SEP-97,15293,51512,93736,"TIG Welded",2,"Regina Underwood","Script",2,34192,59.3,42.3,71,73,2216.08,2210,0,"PA",70,496.1,1170
4429,1335,"Race",12,62,28-APR-97,02-MAY-97,05-MAY-97,51512,51512,12512,"Bonded",2,"Bernard Donaldson","Flash",2,34192,59,41.2,74,72.5,2142.44,2140,155.15,"CA",70,600.6,994
4430,1795,"Mountain full",9,16.5,02-MAR-97,06-MAR-97,11-MAR-97,87295,37453,15293,"Bonded",2,"Lana Hardin","Block",1,51512,58.2,42.3,70.5,73,1949.16,1940,140.65,"CA",70,236.95,1170
4431,2942,"Mountain full",1,19.5,16-APR-97,28-APR-97,06-MAY-97,29387,87295,12512,"TIG Welded",2,"Margaret Dye","Roman",2,51512,59.3,42.3,71,73,2648.2,2640,111.54,"MO",70,142.63,1943
4432,1912,"Mountain full",6,19.5,28-MAR-97,08-APR-97,22-APR-97,87295,89097,15293,"Bonded",2,"Diane Nichols","Block",2254,15293,59.3,42.3,71,73,2756.78,2750,171.88,"IL",70,248.05,1943
4433,241,"Mountain full",9,19.5,07-MAY-97,10-MAY-97,13-MAY-97,89097,51512,89097,"TIG Welded",2,"Beverly Zeller","Roman",1,51512,59.3,42.3,71,73,2660.97,2660,159.6,"WV",70,155.03,1943
4434,1469,"Race",11,54,29-JUL-97,13-AUG-97,16-AUG-97,51512,89097,93736,"Bonded",2,"Everett Rainwaters","Flash",2,87295,54.5,41,73,74,2708.73,2700,186.3,"KS",70,392.4,1752
4435,2239,"Mountain full",11,19.5,04-JUN-97,16-JUN-97,22-JUN-97,51512,37453,29387,"Bonded",2,"Alvin Lewis","Roman",2,51512,59.3,42.3,71,73,2399.37,2390,119.5,"OH",70,248.05,1596
4436,784,"Mountain full",8,19.5,27-SEP-97,29-SEP-97,08-OCT-97,87295,76432,51512,"Bonded",2,"Whitney Thompson","Roman",2,34192,59.3,42.3,71,73,2852.59,2850,171,"KY",70,341.07,1943
4437,334,"Road",2,54,01-MAR-97,01-MAR-97,10-MAR-97,51512,51512,12512,"Bonded",2,"Gary Morgan","Roman",2,87295,55,41.5,73.5,73.5,1877.3,1870,112.2,"KY",70,343.18,994
4438,294,"Race",12,62,06-DEC-97,15-DEC-97,25-DEC-97,87295,87295,87295,"TIG Welded",2,"Jahala Willis","Script",2,98766,59,41.2,74,72.5,2295.21,2290,143.13,"TX",70,829.92,913
4439,766,"Mountain full",9,19.5,23-MAY-97,24-MAY-97,26-MAY-97,15293,87295,89097,"TIG Welded",2,"Kent Pratt","Roman",2,46583,59.3,42.3,71,73,1852.01,1850,92.5,"NE",70,142.63,1170
4440,2024,"Race",1,50,07-APR-97,14-APR-97,27-APR-97,51512,15293,15293,"Welded",2,"Katy Grissom","Block",2,51512,53.1,40.7,72,75,3348.98,3340,242.15,"CA",70,186,2580
4441,1646,"Mountain full",4,14.5,11-MAR-97,26-MAR-97,01-APR-97,89097,76432,29387,"Bonded",2,"Sheila Richmond","Flash",2,89097,53.7,42.3,70.5,73.5,2702.41,2700,195.75,"CA",70,195.26,1943
4442,823,"Road",7,60,19-JAN-97,27-JAN-97,08-FEB-97,51512,76432,51512,"Bonded",2,"Annie White","English",2,29387,57,41.5,73.5,73.5,1880.2,1880,112.8,"WV",70,427,913
4443,1594,"Mountain full",11,21,17-MAY-97,21-MAY-97,25-MAY-97,29387,87295,89097,"Bonded",2,"Chad Reasoner","English",2,87295,59.8,42.4,71,73,1933.92,1930,96.5,"MD",70,222.16,1170
4444,2556,"Road",13,52,21-JUN-97,30-JUN-97,06-JUL-97,15293,37453,15293,"Bonded",2,"Maureen Simpson","English",1,15293,53,41.5,73,73.5,2694.93,2690,134.5,"WI",70,379,1752
4445,2984,"Mountain full",7,19.5,12-NOV-97,18-NOV-97,03-DEC-97,51512,76432,51512,"TIG Welded",2,"Karen Payne","Script",2,87295,59.3,42.3,71,73,2692.91,2690,134.5,"NM",70,186.04,1943
4446,2506,"Race",7,58,02-OCT-97,10-OCT-97,26-OCT-97,87295,37453,93736,"TIG Welded",2,"Tina Kennedy","Flash",2,87295,57,41.2,73.7,73,1769.25,1760,0,"PA",70,238.28,994
4447,629,"Race",10,52,30-APR-97,02-MAY-97,04-MAY-97,51512,15293,89097,"Welded",2,"Gilbert Yates","Flash",2,34192,52.7,40.7,72.5,75,2959.64,2950,177,"NC",70,191,2197
4448,1016,"Road",3,60,16-NOV-97,27-NOV-97,07-DEC-97,15293,87295,87295,"TIG Welded",2,"Bryce Poe","Block",2,87295,57,41.5,73.5,73.5,2634.42,2630,164.38,"IL",70,320.25,1752
4449,2640,"Mountain",6,16.5,04-NOV-97,14-NOV-97,20-NOV-97,29387,29387,87295,"Welded",2,"Mark Cook","English",2,89097,58.2,42.3,70.5,73,2265.91,2260,0,"DC",70,118.48,1596
4450,2231,"Mountain full",2,19.5,08-JUN-97,17-JUN-97,27-JUN-97,51512,76432,89097,"TIG Welded",2,"April Harris","Roman",2,98766,59.3,42.3,71,73,2629.32,2620,157.2,"FL",70,471.3,1596
4451,1209,"Mountain full",8,14.5,12-JAN-97,15-JAN-97,25-JAN-97,87295,87295,29387,"TIG Welded",2,"Clive Dennison","Flash",2,15293,53.7,42.3,70.5,73.5,2960.98,2960,214.6,"CA",70,446.3,1943
4452,1134,"Mountain full",10,16.5,14-MAY-97,19-MAY-97,31-MAY-97,51512,87295,29387,"TIG Welded",2,"Angie Fields","English",2,51512,58.2,42.3,70.5,73,2641.63,2640,191.4,"CA",70,136.25,1943
4453,2776,"Race",12,56,25-NOV-97,06-DEC-97,08-DEC-97,29387,87295,51512,"TIG Welded",2,"Joe Craig","Flash",2,98766,56,41,73.7,73.5,2543.59,2540,215.9,"NY",70,232.07,1752
4454,2592,"Road",11,56,17-MAY-97,31-MAY-97,02-JUN-97,89097,51512,93736,"TIG Welded",2,"Frieda Hardin","English",4884,89097,55,41.5,73.5,73.5,3053.33,3050,259.25,"NY",70,281.96,2197
4455,1487,"Road",6,52,05-MAR-97,18-MAR-97,30-MAR-97,29387,37453,89097,"TIG Welded",2,"Ben Fostor","Script",2,89097,53,41.5,73,73.5,3046.26,3040,190,"TX",70,720.1,1752
4599,1063,"Road",11,54,30-APR-97,02-MAY-97,15-MAY-97,89097,89097,29387,"TIG Welded",2,"Leisha Mills","Block",2,15293,55,41.5,73.5,73.5,3460.37,3460,155.7,"OK",70,294.15,2580
4600,2064,"Race",8,52,22-AUG-97,29-AUG-97,31-AUG-97,51512,15293,15293,"TIG Welded",2,"Martin Poe","Flash",2,87295,52.7,40.7,72.5,75,3904.97,3900,195,"IN",70,725.8,2580
4601,1550,"Mountain",2,16.5,08-AUG-97,21-AUG-97,05-SEP-97,87295,51512,87295,"TIG Welded",2,"Christa McFarland","Roman",2,34192,58.2,42.3,70.5,73,1875.95,1870,121.55,"MN",70,165.87,1170
4602,1321,"Race",11,56,10-NOV-97,18-NOV-97,01-DEC-97,51512,76432,87295,"TIG Welded",2,"Artie Humphrey","Script",2188,98766,56,41,73.7,73.5,1835.6,1830,82.35,"VA",70,302.7,994
4603,1141,"Road",2,52,09-JUN-97,21-JUN-97,28-JUN-97,29387,51512,51512,"Bonded",2,"Tony Henson","Roman",2,29387,53,41.5,73,73.5,3528.25,3520,211.2,"FL",70,360.05,2580
4604,2616,"Road",10,56,20-APR-97,25-APR-97,27-APR-97,51512,37453,89097,"Bonded",2,"Belinda Ford","English",1,87295,55,41.5,73.5,73.5,3125.93,3120,195,"TX",70,352.45,2197
4605,618,"Race",11,50,05-FEB-97,17-FEB-97,20-FEB-97,15293,37453,29387,"Welded",2,"Lucille Russell","Block",2,34192,53.1,40.7,72,75,2954.49,2950,118,"SD",70,186,2197
4606,1450,"Mountain",5,18,07-FEB-97,20-FEB-97,22-FEB-97,87295,37453,89097,"Bonded",2,"Carly Buchanon","English",2,89097,59.2,42.3,71,73,2363.25,2360,147.5,"TX",70,212.98,1596
4607,831,"Mountain full",2,18,09-DEC-97,24-DEC-97,07-JAN-98,89097,76432,12512,"TIG Welded",2,"Joyce Coffey","Roman",6231,89097,59.2,42.3,71,73,3002.69,3000,150,"WI",70,486.8,1943
4608,2855,"Race",3,50,23-MAR-97,29-MAR-97,09-APR-97,15293,15293,51512,"TIG Welded",2,"Amy Hart","Block",2,15293,53.1,40.7,72,75,3885.4,3880,194,"MD",70,706.8,2580
4609,1490,"Mountain full",9,16.5,22-MAR-97,03-APR-97,15-APR-97,51512,29387,15293,"TIG Welded",2,"Shirley Yates","Roman",2,87295,58.2,42.3,70.5,73,2989.41,2980,216.05,"CA",70,473.9,1943
4610,291,"Mountain",8,18,22-NOV-97,28-NOV-97,02-DEC-97,29387,29387,51512,"TIG Welded",2,"Gina Stamps","English",2,89097,59.2,42.3,71,73,3002.69,3000,180,"KY",70,486.8,1943
4611,2504,"Mountain full",11,14.5,08-OCT-97,23-OCT-97,03-NOV-97,29387,29387,12512,"Bonded",2,"Faye McFarland","Block",2,46583,53.7,42.3,70.5,73.5,2731.13,2730,136.5,"MD",70,223.15,1943
4612,2565,"Race",4,58,03-FEB-97,17-FEB-97,02-MAR-97,87295,15293,51512,"TIG Welded",2,"George Neely","English",1,87295,57,41.2,73.7,73,1685.82,1680,121.8,"CA",70,238.28,913
4613,969,"Mountain full",8,18,05-FEB-97,11-FEB-97,13-FEB-97,89097,51512,29387,"TIG Welded",2,"Llewellyn Young","Block",2,89097,59.2,42.3,71,73,1893.13,1890,94.5,"MA",70,182.55,1170
4614,835,"Mountain",7,21,07-FEB-97,18-FEB-97,20-FEB-97,51512,29387,15293,"Bonded",2,"Vern Harper","Roman",1,51512,59.8,42.4,71,73,2762.81,2760,179.4,"WA",70,253.9,1943
4615,1152,"Mountain full",11,16.5,01-MAY-97,05-MAY-97,16-MAY-97,29387,29387,89097,"TIG Welded",2,"Derek Morgan","Block",2,89097,58.2,42.3,70.5,73,1875.95,1870,116.88,"TX",70,165.87,1170
4616,522,"Race",7,50,07-MAY-97,17-MAY-97,01-JUN-97,29387,29387,51512,"TIG Welded",2,"Pierre Elliott","Flash",2,15293,53.1,40.7,72,75,2611.09,2610,156.6,"KY",70,297.6,1752
4617,2113,"Race",6,52,08-NOV-97,08-NOV-97,17-NOV-97,87295,15293,87295,"TIG Welded",2,"Darrell Pedigo","English",2,51512,52.7,40.7,72.5,75,2619.33,2610,189.23,"CA",70,305.6,1752
4618,298,"Mountain full",2,16.5,19-MAR-97,19-MAR-97,25-MAR-97,15293,87295,15293,"Welded",2,"Albert Ralston","Script",1,89097,58.2,42.3,70.5,73,2265.91,2260,113,"NE",70,118.48,1596
4619,1924,"Mountain full",11,16.5,25-AUG-97,06-SEP-97,19-SEP-97,51512,87295,15293,"Bonded",2,"Jessica Simmons","English",2,51512,58.2,42.3,70.5,73,1949.16,1940,97,"AZ",70,236.95,1170
4620,2801,"Race",11,58,21-NOV-97,06-DEC-97,19-DEC-97,87295,87295,93736,"TIG Welded",2,"Richard Ball","English",2,87295,57,41.2,73.7,73,3029.68,3020,188.75,"TX",70,259,2197
4621,1633,"Mountain full",8,14.5,09-JAN-97,20-JAN-97,05-FEB-97,87295,87295,87295,"TIG Welded",2,"Martha Madden","Roman",2,51512,53.7,42.3,70.5,73.5,2304.77,2300,103.5,"VA",70,156.2,1596
4622,949,"Road",4,50,17-JAN-97,21-JAN-97,27-JAN-97,51512,51512,15293,"Bonded",2,"Barbara Sanders","Flash",1,34192,53,41.5,73,73.5,1962.14,1960,117.6,"FL",70,506.55,913
4623,1982,"Mountain",2,18,31-OCT-97,07-NOV-97,19-NOV-97,51512,29387,51512,"TIG Welded",2,"Harriet Willis","Block",1,34192,59.2,42.3,71,73,2977.62,2970,185.63,"IL",70,462.46,1943
4624,1046,"Mountain full",6,18,19-JAN-97,21-JAN-97,03-FEB-97,29387,76432,15293,"TIG Welded",2,"Raquel Montgomery","Block",2,98766,59.2,42.3,71,73,2701.85,2700,168.75,"TX",70,194.72,1943
4625,954,"Road",4,54,21-FEB-97,22-FEB-97,01-MAR-97,29387,37453,51512,"TIG Welded",2,"June Martin","Script",3265,51512,55,41.5,73.5,73.5,3389.69,3380,169,"MI",70,225.52,2580
4626,1975,"Mountain full",12,14.5,15-SEP-97,30-SEP-97,12-OCT-97,87295,37453,29387,"Bonded",2,"Malcolm Richardson","English",2,34192,53.7,42.3,70.5,73.5,2362.23,2360,200.6,"NY",70,211.99,1596
4627,852,"Mountain",11,14.5,29-NOV-97,15-DEC-97,19-DEC-97,29387,51512,89097,"TIG Welded",2,"Roy Monroe","Flash",2,87295,53.7,42.3,70.5,73.5,2673.67,2670,166.88,"TX",70,167.36,1943
4628,756,"Race",2,56,24-NOV-97,04-DEC-97,06-DEC-97,51512,89097,87295,"TIG Welded",2,"Julie Middleton","English",1,15293,56,41,73.7,73.5,3988.82,3980,238.8,"KY",70,807.2,2580
4629,1537,"Mountain",11,16.5,28-SEP-97,07-OCT-97,21-OCT-97,29387,76432,89097,"Bonded",2,"Amos Vaughn","Script",2,29387,58.2,42.3,70.5,73,2714.84,2710,169.38,"IL",70,207.33,1943
4630,1267,"Mountain full",10,16.5,01-DEC-97,15-DEC-97,18-DEC-97,29387,87295,51512,"TIG Welded",2,"Thelma Wood","English",2,51512,58.2,42.3,70.5,73,2989.41,2980,0,"PA",70,473.9,1943
4631,1642,"Race",2,62,13-FEB-97,24-FEB-97,27-FEB-97,87295,76432,15293,"Bonded",2,"Connie Hood","Script",2,46583,59,41.2,74,72.5,2923.18,2920,175.2,"FL",70,600.6,1752
4632,2787,"Road",10,50,29-AUG-97,02-SEP-97,13-SEP-97,29387,87295,87295,"Bonded",2,"Whitney Cox","Flash",2,51512,53,41.5,73,73.5,2684.01,2680,134,"MI",70,368.4,1752
4633,2410,"Mountain full",11,16.5,02-AUG-97,18-AUG-97,22-AUG-97,29387,29387,15293,"TIG Welded",2,"Rufus Ramsey","Script",6088,15293,58.2,42.3,70.5,73,2607.6,2600,130,"MD",70,450.21,1596
4634,1042,"Road",3,62,25-FEB-97,27-FEB-97,09-MAR-97,29387,89097,93736,"TIG Welded",2,"Lillie Chung","Script",2,15293,58.5,41.5,74,73.5,2564.91,2560,160,"TX",70,252.77,1752
4635,1986,"Race",9,60,01-OCT-97,11-OCT-97,13-OCT-97,87295,51512,29387,"Bonded",2,"Lester Lancaster","English",2,46583,58,41.2,74,73,3574.63,3570,214.2,"FL",70,405.08,2580
4636,2819,"Race",4,56,05-JAN-97,15-JAN-97,19-JAN-97,51512,87295,89097,"Bonded",2,"Mandy Eaton","Roman",2,34192,56,41,73.7,73.5,2699.48,2690,134.5,"NE",70,383.42,1752
4637,1858,"Race",1,62,21-DEC-97,02-JAN-98,13-JAN-98,29387,29387,89097,"TIG Welded",2,"Ben Dillard","Script",2,51512,59,41.2,74,72.5,3416.09,3410,136.4,"WY",70,251.16,2580
4638,2712,"Mountain full",11,16.5,18-AUG-97,26-AUG-97,10-SEP-97,87295,87295,51512,"TIG Welded",2,"Guy Clay","English",2,34192,58.2,42.3,70.5,73,2326.92,2320,168.2,"CA",70,177.71,1596
4639,1349,"Mountain",9,18,22-APR-97,01-MAY-97,08-MAY-97,51512,89097,15293,"TIG Welded",2,"Leon Kennedy","Flash",2,51512,59.2,42.3,71,73,2344.44,2340,169.65,"CA",70,194.72,1596
4640,1700,"Mountain",9,21,09-APR-97,12-APR-97,26-APR-97,51512,87295,89097,"TIG Welded",2,"Jean Carpenter","English",2,46583,59.8,42.4,71,73,1914.31,1910,95.5,"IA",70,203.12,1170
4641,1816,"Race",13,60,26-AUG-97,08-SEP-97,14-SEP-97,89097,51512,12512,"TIG Welded",2,"Chester Chen","English",2,87295,58,41.2,74,73,2579.06,2570,154.2,"FL",70,266.5,1752
4642,835,"Race",11,50,20-JAN-97,04-FEB-97,10-FEB-97,87295,29387,15293,"Bonded",2,"Vern Harper","Flash",2,29387,53.1,40.7,72,75,1967.24,1960,127.4,"WA",70,511.5,913
4643,2886,"Mountain full",7,19.5,14-NOV-97,26-NOV-97,06-DEC-97,51512,37453,51512,"TIG Welded",2,"Sally Jones","English",2,89097,59.3,42.3,71,73,2654.86,2650,192.13,"CA",70,496.1,1596
4644,1582,"Race",3,52,29-MAY-97,04-JUN-97,14-JUN-97,89097,37453,93736,"TIG Welded",2,"Leon Ramsey","English",2,15293,52.7,40.7,72.5,75,3452.49,3450,250.13,"CA",70,286.5,2580
4645,1444,"Mountain",13,19.5,12-JUN-97,25-JUN-97,27-JUN-97,51512,37453,89097,"Welded",2,"Luther London","Block",2,51512,59.3,42.3,71,73,2629.04,2620,131,"OH",70,124.03,1943
4456,2002,"Mountain full",3,18,06-NOV-97,07-NOV-97,11-NOV-97,29387,89097,15293,"TIG Welded",2,"Carl McCoy","English",2,34192,59.2,42.3,71,73,2657.98,2650,106,"HI",70,152.13,1943
4457,2226,"Mountain full",1,19.5,05-AUG-97,12-AUG-97,24-AUG-97,51512,87295,15293,"Welded",2,"Annie Franklin","Roman",2,51512,59.3,42.3,71,73,2629.04,2620,104.8,"AL",70,124.03,1943
4458,937,"Race",7,54,08-AUG-97,19-AUG-97,26-AUG-97,15293,76432,29387,"TIG Welded",2,"Darlene Gray","Roman",2,34192,54.5,41,73,74,3440.32,3440,237.36,"KS",70,274.68,2580
4459,131,"Race",8,58,20-MAR-97,01-APR-97,07-APR-97,87295,37453,29387,"TIG Welded",2,"Donna Key","Roman",2,51512,57,41.2,73.7,73,2251.37,2250,112.5,"WI",70,787.36,913
4460,457,"Mountain",7,19.5,21-JUL-97,24-JUL-97,09-AUG-97,15293,37453,12512,"TIG Welded",2,"Carl Ford","Roman",2,51512,59.3,42.3,71,73,2648.2,2640,0,"MT",70,142.63,1943
4461,1175,"Road",9,62,25-JUN-97,08-JUL-97,23-JUL-97,87295,76432,87295,"TIG Welded",2,"Inez Carpenter","Flash",2,89097,58.5,41.5,74,73.5,1723.38,1720,107.5,"TX",70,274.75,913
4462,1827,"Mountain full",9,16.5,10-DEC-97,22-DEC-97,26-DEC-97,87295,37453,89097,"Bonded",2,"Tracy Dixon","Block",2,89097,58.2,42.3,70.5,73,2733.14,2730,136.5,"IN",70,225.1,1943
4463,2781,"Mountain full",8,18,14-JUN-97,23-JUN-97,25-JUN-97,29387,89097,87295,"TIG Welded",2,"Tony Abbott","Roman",2,15293,59.2,42.3,71,73,2288.03,2280,165.3,"CA",70,139.95,1596
4464,1896,"Mountain",3,19.5,16-AUG-97,25-AUG-97,27-AUG-97,89097,87295,29387,"Bonded",2,"Derek Chung","Roman",2,51512,59.3,42.3,71,73,2495.18,2490,149.4,"FL",70,341.07,1596
4465,1968,"Race",5,50,10-JAN-97,20-JAN-97,24-JAN-97,29387,76432,12512,"TIG Welded",2,"Preston Hall","Flash",2,51512,53.1,40.7,72,75,2524.88,2520,75.6,"CO",70,213.9,1752
4466,2910,"Mountain",6,18,17-APR-97,19-APR-97,21-APR-97,87295,15293,93736,"Bonded",2,"Beth Greer","English",2741,15293,59.2,42.3,71,73,2751.99,2750,199.38,"CA",70,243.4,1943
4467,424,"Road",7,52,26-FEB-97,05-MAR-97,07-MAR-97,51512,51512,29387,"TIG Welded",2,"Dean Mayhew","English",2,29387,53,41.5,73,73.5,2577.82,2570,154.2,"KY",70,265.3,1752
4468,1269,"Race",13,52,19-AUG-97,20-AUG-97,02-SEP-97,51512,37453,29387,"Bonded",2,"Elwood Richmond","Flash",2,89097,52.7,40.7,72.5,75,3550.86,3550,257.38,"CA",70,382,2580
4469,1346,"Race",10,52,18-OCT-97,27-OCT-97,11-NOV-97,51512,51512,12512,"TIG Welded",2,"Ricardo Sadler","English",2,51512,52.7,40.7,72.5,75,2187.96,2180,130.8,"FL",70,725.8,913
